t [s],Acceleration a_x [m/s^2],Acceleration a_y [m/s^2],Acceleration a_z [m/s^2],
0.385512367,-0.019777774810791,-0.000611883898576101,-0.0102153172095617,
0.603760234,-0.0237943475896662,-0.0173750167543238,-0.0299710360440341,
0.822034509,-0.0224824385209517,-0.0237088921395215,-0.0198575204068964,
1.040295399,-0.0201248689131303,-0.0164034962654114,0.00566919825293801,
1.258555798,-0.0191105062311346,-0.00222437354651364,0.0159311511299827,
1.47681632,-0.0201703851873224,0.000770425254648382,0.00344350121238015,
1.695077535,-0.0262916738336736,0.0924749889157035,-0.0134132694114338,
1.913337854,0.024890119379217,0.312002633105625,-0.0458839210596952,
2.131585965,0.0352874235673384,0.116244372657754,-0.0469879345460372,
2.349859794,-0.000781492753462358,-0.162159436128356,0.0190013376149264,
2.568107295,-0.0399284362792969,-0.195091606541113,0.0447206497192383,
2.786381205,-0.0217559987848455,-0.0716669369827617,0.0130471180785786,
3.004622277,-0.0509298497980291,-0.126614212989807,-0.0288394608280875,
3.222902493,-0.0314550399780273,-0.0628765685991807,-0.00140944394198331,
3.44116322,-0.0406489805741744,-0.0778183503584428,-0.00271587751128457,
3.659424108,-0.0317563143643466,-0.0499775897372853,-0.00198571248487993,
3.877684915,-0.438064401799982,-2.15564055334438,0.262584514238618,
4.095917565,0.799480004744096,-0.0845832147381522,-0.286883633245121,
4.314206408,-0.188767086375843,2.65248476375233,0.287720677527514,
4.532454397,0.111976536837491,2.14360029047186,-0.577325551347299,
4.750728714,0.600004196166992,-1.06637661023573,0.136510683731599,
4.968976012,-0.746554894880815,-2.7749438719316,0.293726712465286,
5.187249595,0.309446161443537,-1.42993617599661,-0.449034620415081,
5.405510444,0.41104776209051,1.72342891584743,0.373834387822585,
5.623771169,-0.334486614574086,2.66039891676469,-0.212864847345786,
5.842032017,0.700641285289418,0.389151180332357,-0.337660943919962,
6.060279926,-0.294292449951172,-2.34398358518427,0.337074892087416,
6.278553794,-0.34626258503307,-2.29138623584401,-0.0891173536127264,
6.496801662,0.678898898037997,0.404505042867227,-0.222632402723486,
6.71507545,-0.25305158441717,2.56752406467091,0.344166918234392,
6.933336012,0.274078715931286,1.62670382586392,-0.411709105426615,
7.151596697,0.330749858509411,-1.41391541605646,-0.0201453945853493,
7.369857505,-0.656519976529208,-2.56922724030235,0.354297809980132,
7.588118922,0.409029180353338,-0.888797199184244,-0.487920839678157,
7.806379201,0.182030764493075,1.91347375783053,0.192473747513511,
8.024627435,-0.163256298411976,2.31097779490731,0.0318372764370658,
8.242900937,0.582435868003152,-0.117837194692005,-0.386746184392409,
8.461137371,-0.428301811218262,-2.33838075941259,0.379299499771812,
8.679422389,-0.118752566250888,-1.84818722985008,-0.11968384412202,
8.897674569,0.513332106850364,0.841638574546034,-0.294960496100512,
9.115933994,-0.267989678816362,2.43780974908309,0.275663771412589,
9.334205014,0.392306414517489,1.08761319247159,-0.243170697580684,
9.552465983,0.0780111659656871,-1.6372063647617,-0.020060271024704,
9.77072732,-0.509504838423295,-2.28367727453058,0.307720201936635,
9.988974537,0.455055843700062,-0.357670640403574,-0.42114546624097,
10.207248324,-0.00301213697953658,2.02974996783517,0.0250561860474673,
10.425496314,0.00376614657315341,1.90546484968879,0.0752112784168937,
10.643753133,0.425480062311346,-0.56186985427683,-0.264317517930811,
10.862030786,-0.481515450911088,-2.24635607546026,0.325567099181089,
11.080292163,0.0783291730013761,-1.3635801076889,-0.116661189631982,
11.298552604,0.33478832244873,1.19544357603247,-0.263838226144964,
11.516800471,-0.224542791193182,2.22926742380316,0.10661031441255,
11.735055461,0.424939589066939,0.562848181887107,-0.119722339239987,
11.953322168,-0.123569228432395,-1.76623625646938,0.0386192717335441,
12.171572069,-0.327130404385653,-1.94166713411158,0.20758868618445,
12.389843823,0.433209939436479,0.130696671930226,-0.307099301706661,
12.608117773,-0.14985314282504,2.00896549224854,-0.0178605859929865,
12.826378458,0.100392254916104,1.37627059221268,-0.0691626965999603,
13.044626529,0.246685808355158,-0.775191300294616,0.0524226968938654,
13.262900235,-0.389866915616122,-1.90302587639202,0.123166287487203,
13.481132885,0.129949743097479,-0.913318073207682,-0.0948022468523546,
13.699421931,0.181438532742587,1.14745062860576,-0.0174405574798584,
13.91766992,-0.193540573120117,1.85095674341375,-0.030951128764586,
14.135932722,0.294702356511896,0.328434797850522,-0.225795101035725,
14.354191535,-0.10948657989502,-1.51307504285466,0.251422435045242,
14.572452708,-0.225366679104892,-1.56171775947918,0.0366903462193229,
14.790726659,0.27863545851274,0.124918822537769,-0.241001508452676,
15.00897473,-0.08777193589644,1.66100575707176,0.275141767480157,
15.227248191,0.0370991446755149,1.208234120499,-0.299299814484336,
15.445508592,0.182371486317028,-0.696429751136086,-0.0468002503568476,
15.663769643,-0.301085905595259,-1.70585166324269,0.355242512442849,
15.882017714,0.0568510402332653,-0.78511369228363,-0.354218314994465,
16.100291299,0.154914769259366,0.97741645980965,0.123800922523845,
16.318539573,-0.121012687683105,1.58437685533003,0.137436471202157,
16.53680042,0.193636200644753,0.280044700611721,-0.42195818640969,
16.755074249,-0.0881665836681019,-1.34783781116659,0.273453956300562,
16.973335097,-0.17197357524525,-1.392441814596,0.15250473130833,
17.191596188,0.186135552146218,0.125412381508134,-0.416551985523917,
17.409856956,-0.05657282742587,1.43934806910428,0.36864524808797,
17.628117803,0.0461698878895153,1.02870922196995,-0.177347608587959,
17.846365834,0.115265932950107,-0.612064782868732,-0.212777414105155,
18.0646266,-0.241189002990723,-1.50525347753005,0.418253787539222,
18.28288757,0.0507468310269442,-0.680166963826526,-0.236432200128382,
18.501148541,0.0987544493241744,0.879388604651798,-0.0896726792508906,
18.719422287,-0.0779555060646751,1.38769095594233,0.274855814196847,
18.937683175,0.135390021584251,0.223890656774694,-0.364927638660778,
19.155931979,-0.0831822482022372,-1.18723234805194,0.136355763131922,
19.374204953,-0.13341929695823,-1.21079317548058,0.240043496543711,
19.592465719,0.139129465276545,0.145616867325523,-0.342908073555339,
19.810714157,-0.0484020059758967,1.27930787476626,0.172547055916353,
20.028974923,0.0493653037331321,0.885039139877666,-0.00979655168273232,
20.247235974,0.0662821856412021,-0.542671349915591,-0.245495303110643,
20.465509965,-0.194957212968306,-1.31761639768427,0.312171505256133,
20.683770528,0.0533240058205344,-0.578066526488824,-0.0642639127644626,
20.902031945,0.060799165205522,0.802625692703507,-0.140098761428486,
21.120292753,-0.0571383562954989,1.21426691792228,0.173967827450145,
21.338553519,0.110460888255726,0.176849206740206,-0.22865078124133,
21.556786169,-0.0835827047174627,-1.03150713985617,0.0445646453987468,
21.775062398,-0.108116236600009,-1.04149455915798,0.218104852871461,
21.993318403,0.112216169183904,0.146018212491816,-0.183673739433289,
22.211584337,-0.0417822057550604,1.1272828633135,0.072761205109683,
22.429858329,0.0385687567970969,0.767943478443406,-0.0224118124354969,
22.648119217,0.0424881848421964,-0.48075652664358,-0.174547520550815,
22.866380228,-0.158999876542525,-1.14311114224521,0.198651015758514,
23.084628421,0.0359067049893466,-0.483161686496301,-0.00139020789753307,
23.302902371,0.0475128347223455,0.713499514894052,-0.0555940866470337,
23.521150443,-0.04046968980269,1.05224345488982,0.0726553472605619,
23.73940771,0.0815069892189719,0.142730439251119,-0.183838909322565,
23.957684996,-0.0799389752474698,-0.894135431809859,0.0410938425497575,
24.175918134,-0.0880622863769531,-0.887640124017542,0.133812167427757,
24.394206895,0.0755626505071467,0.144363964145834,-0.0661055120554837,
24.612468475,-0.0192994204434482,0.974385337396102,0.0763886625116522,
24.830710118,0.025107123635032,0.651674830100753,-0.0776825655590404,
25.048977069,0.0185914473100142,-0.429932471026074,-0.124131110581485,
25.267216961,-0.129544258117676,-0.977911022576419,0.13805370981043,
25.485512437,0.0214338302612305,-0.392828605391762,0.00187458775260232,
25.703760223,0.0371504696932706,0.622529207305475,0.0268500067970969,
25.922034254,-0.0308810147372159,0.896837153218009,0.0424021536653692,
26.140281838,0.0517389991066673,0.101812238043005,-0.17916496775367,
26.358580894,-0.0711231231689453,-0.780221543528817,0.0386166735128923,
26.576804143,-0.0711963826959783,-0.745032212950967,0.0776952884413979,
26.795091969,0.0607183629816229,0.142281501130624,-0.0159606554291465,
27.013326328,-0.0141909339211204,0.836769098585302,0.105542773550207,
27.231600522,0.016204140403054,0.536735647104003,-0.087662241675637,
27.449861167,-0.000865416093306108,-0.393719682639295,-0.118691688234156,
27.668108993,-0.106884349476207,-0.834646913138303,0.106672276150097,
27.886383188,0.0106378035111861,-0.303793251514435,-0.0219346230680292,
28.104616814,0.0285204107111151,0.550762967629866,0.0827730623158542,
28.322905046,-0.0146818161010742,0.745378586378964,0.0410621708089655,
28.541139121,0.0257007425481623,0.0561082579872825,-0.16186474128203,
28.759427231,-0.067082405090332,-0.679381199858405,0.0185955708677118,
28.977688404,-0.0583523837002841,-0.613801885734905,0.0351223241199147,
29.195931145,0.0374449816617099,0.16212537613782,0.00102855400605635,
29.414210832,-0.00770984996448864,0.715834140777588,0.128768942572854,
29.632458415,0.0139545960859819,0.417888366363265,-0.0744760253212669,
29.850732528,-0.0154173590920188,-0.367447853088379,-0.110330565409227,
30.068966317,-0.0886144638061523,-0.707661043513905,0.0642346739768982,
30.287236035,0.00380559401078658,-0.214667249809612,-0.0268578204241666,
30.505502865,0.0197458267211914,0.496532157063484,0.0949096029455012,
30.723776896,-0.00598508661443537,0.613830135627226,0.064894822510806,
30.942038313,0.0120841806585138,0.000369300896471197,-0.134122187441046,
31.160298958,-0.0671249736439098,-0.598542419346896,-0.00821017135273326,
31.378560253,-0.0496766350486062,-0.490774512290955,0.00864758274771951,
31.596792821,0.0241448662497781,0.18502021513202,0.00497920946641402,
31.815082275,-0.0054258866743608,0.610796018080278,0.140534086660905,
32.033330346,0.0112906369295987,0.312675069678913,-0.0415515032681552,
32.25160458,-0.0252790451049805,-0.352950071746653,-0.0904981331391768,
32.469865795,-0.0767809260975231,-0.592007390477441,0.0170561508698897,
32.688126643,0.00230615789240057,-0.133449168367819,-0.0372942740266973,
32.906376423,0.0126817009665749,0.454122974113985,0.0996797409924594,
33.124649559,-0.00206106359308416,0.495570973916487,0.080404671755704,
33.342893399,-0.000165505842729048,-0.0497592430223118,-0.0877760811285539,
33.56115913,-0.0606555938720703,-0.529055920514193,-0.0265572287819602,
33.779432266,-0.0386708866466175,-0.380333997986533,-0.030875406482003,
33.997680255,0.0142892490733754,0.205633099783551,0.0134872414849021,
34.215935855,0.000185706398703835,0.523775921626525,0.133724971251054,
34.434215664,0.00953232158314098,0.220000590790402,-0.00410724769939076,
34.652454051,-0.0327125029130415,-0.342145125974308,-0.0602070635015314,
34.870737319,-0.0688413273204457,-0.489892062815753,-0.0308812206441706,
35.088970335,-0.00477374683726918,-0.063902886076407,-0.0474829240278764,
35.307259788,0.00742374766956676,0.412102374163541,0.0951085957613858,
35.525508226,-0.00048186562278054,0.391033787618984,0.0863070054487749,
35.743781972,-0.00499621304598722,-0.095277879725803,-0.0399424975568598,
35.962030124,-0.060022007335316,-0.460415615276857,-0.0330537611787969,
36.180268512,-0.0343816930597479,-0.276928336782889,-0.0681973695755005,
36.398565289,0.00543420965021307,0.221276501362974,0.0110839930447665,
36.616807704,-0.000231396068226207,0.435223403302106,0.124503054402091,
36.835087798,0.00458119132302024,0.133650189096277,0.0284529761834578,
37.053335747,-0.0341728383844549,-0.328486236658963,-0.0233955600044944,
37.271609778,-0.055415153503418,-0.393456380475651,-0.0593844110315496,
37.489858054,-0.00775432586669922,0.00335778295993805,-0.0643975355408408,
37.708132288,-0.000257578763094815,0.37075124816461,0.0885688825087114,
37.926380238,0.00325081565163352,0.290595387870615,0.0857265970923684,
38.14465431,-0.010772011496804,-0.142321993004192,0.0108889449726452,
38.362915564,-0.0549851330843839,-0.397902700034055,-0.0345724116672169,
38.581163718,-0.0309049432927912,-0.179257119243795,-0.0936953642151572,
38.799437911,-0.00360870361328125,0.236956192688508,0.00807910615747625,
39.017699044,0.000142617659135298,0.354147583246231,0.103037265214053,
39.235941948,0.00249065052379261,0.0509689937938343,0.0584184527397156,
39.454208451,-0.034991437738592,-0.316801168701865,0.00766723264347423,
39.672483215,-0.0456445000388406,-0.297592320225456,-0.0802173235199668,
39.890730717,-0.0103484934026545,0.067617881027135,-0.0705884099006653,
40.10899185,-0.000907030972567472,0.332598800008947,0.0690467574379661,
40.327266003,0.00290740620006214,0.194549517198042,0.0816463015296243,
40.545514156,-0.014750133861195,-0.183314660733396,0.0463457107543945,
40.763788228,-0.0475291338833896,-0.332606190984899,-0.0290257768197493,
40.982049889,-0.0249962373213335,-0.0881624831394716,-0.103924306956204,
41.200311185,-0.00621925700794567,0.242642710154707,-0.00675022602081299,
41.418558849,0.00124272433194247,0.272164996374737,0.0787901228124445,
41.636819249,-0.00258610465309837,-0.0306272195144133,0.0718289722095836,
41.855081278,-0.0348723151467063,-0.298385247588158,0.031636118888855,
42.07334241,-0.035156943581321,-0.207629905505614,-0.0809936956925826,